1265310.CCBD010000081_gene5083,kdpA,Potassium-transporting&nbsp;ATPase&nbsp;potassium-binding&nbsp;subunit,98.9
1265310.CCBD010000043_gene2178,CCBD010000043_gene2178,annotation&nbsp;not&nbsp;available,55.0
1265310.CCBD010000046_gene2452,cysA,Sulfate/thiosulfate&nbsp;import&nbsp;ATP-binding&nbsp;protein&nbsp;CysA,55.0
1265310.CCBD010000081_gene5057,CCBD010000081_gene5057,annotation&nbsp;not&nbsp;available,55.0
1265310.CCBD010000045_gene853,CCBD010000045_gene853,annotation&nbsp;not&nbsp;available,54.9
1265310.CCBD010000046_gene2431,CCBD010000046_gene2431,annotation&nbsp;not&nbsp;available,54.9
1265310.CCBD010000062_gene1218,CCBD010000062_gene1218,annotation&nbsp;not&nbsp;available,54.9
1265310.CCBD010000019_gene3989,CCBD010000019_gene3989,annotation&nbsp;not&nbsp;available,54.9
1265310.CCBD010000101_gene4354,CCBD010000101_gene4354,annotation&nbsp;not&nbsp;available,54.9
1265310.CCBD010000022_gene4301,CCBD010000022_gene4301,annotation&nbsp;not&nbsp;available,54.8
1265310.CCBD010000019_gene4037,CCBD010000019_gene4037,annotation&nbsp;not&nbsp;available,54.8
1265310.CCBD010000082_gene4992,CCBD010000082_gene4992,annotation&nbsp;not&nbsp;available,54.8
1265310.CCBD010000086_gene4710,CCBD010000086_gene4710,annotation&nbsp;not&nbsp;available,54.8
1265310.CCBD010000015_gene3615,CCBD010000015_gene3615,annotation&nbsp;not&nbsp;available,54.8
1265310.CCBD010000070_gene38,CCBD010000070_gene38,annotation&nbsp;not&nbsp;available,54.8
1265310.CCBD010000015_gene3601,CCBD010000015_gene3601,annotation&nbsp;not&nbsp;available,54.8
1265310.CCBD010000009_gene2892,CCBD010000009_gene2892,annotation&nbsp;not&nbsp;available,54.8
1265310.CCBD010000045_gene833,CCBD010000045_gene833,annotation&nbsp;not&nbsp;available,54.7
1265310.CCBD010000019_gene4030,CCBD010000019_gene4030,annotation&nbsp;not&nbsp;available,54.7
1265310.CCBD010000015_gene3633,CCBD010000015_gene3633,annotation&nbsp;not&nbsp;available,54.7
1265310.CCBD010000007_gene3252,CCBD010000007_gene3252,annotation&nbsp;not&nbsp;available,54.7
1265310.CCBD010000064_gene1093,CCBD010000064_gene1093,annotation&nbsp;not&nbsp;available,54.7
1265310.CCBD010000024_gene1858,pdxT,Pyridoxal&nbsp;5'-phosphate&nbsp;synthase&nbsp;subunit&nbsp;PdxT,54.6
1265310.CCBD010000007_gene2985,CCBD010000007_gene2985,annotation&nbsp;not&nbsp;available,54.6
1265310.CCBD010000014_gene3777,CCBD010000014_gene3777,annotation&nbsp;not&nbsp;available,54.6
1265310.CCBD010000086_gene4598,CCBD010000086_gene4598,annotation&nbsp;not&nbsp;available,54.6
1265310.CCBD010000082_gene4943,CCBD010000082_gene4943,annotation&nbsp;not&nbsp;available,54.6
1265310.CCBD010000082_gene4922,CCBD010000082_gene4922,annotation&nbsp;not&nbsp;available,54.6
1265310.CCBD010000043_gene2203,CCBD010000043_gene2203,annotation&nbsp;not&nbsp;available,54.5
1265310.CCBD010000007_gene3118,CCBD010000007_gene3118,annotation&nbsp;not&nbsp;available,54.5
1265310.CCBD010000007_gene3189,CCBD010000007_gene3189,annotation&nbsp;not&nbsp;available,54.5
1265310.CCBD010000081_gene5043,CCBD010000081_gene5043,annotation&nbsp;not&nbsp;available,54.5
1265310.CCBD010000075_gene5545,CCBD010000075_gene5545,annotation&nbsp;not&nbsp;available,54.5
1265310.CCBD010000015_gene3706,CCBD010000015_gene3706,annotation&nbsp;not&nbsp;available,54.5
1265310.CCBD010000046_gene2406,CCBD010000046_gene2406,annotation&nbsp;not&nbsp;available,54.5
1265310.CCBD010000045_gene876,valS,Valine--tRNA&nbsp;ligase,54.5
1265310.CCBD010000050_gene1875,CCBD010000050_gene1875,annotation&nbsp;not&nbsp;available,54.4
1265310.CCBD010000010_gene3365,CCBD010000010_gene3365,annotation&nbsp;not&nbsp;available,54.4
1265310.CCBD010000008_gene2777,rpmD,annotation&nbsp;not&nbsp;available,54.4
1265310.CCBD010000093_gene4738,CCBD010000093_gene4738,annotation&nbsp;not&nbsp;available,54.4
1265310.CCBD010000085_gene4400,CCBD010000085_gene4400,annotation&nbsp;not&nbsp;available,54.4
1265310.CCBD010000023_gene4282,CCBD010000023_gene4282,annotation&nbsp;not&nbsp;available,54.4
1265310.CCBD010000079_gene5244,CCBD010000079_gene5244,annotation&nbsp;not&nbsp;available,54.4
1265310.CCBD010000070_gene142,CCBD010000070_gene142,annotation&nbsp;not&nbsp;available,54.3
1265310.CCBD010000046_gene2447,CCBD010000046_gene2447,annotation&nbsp;not&nbsp;available,54.3
1265310.CCBD010000079_gene5158,CCBD010000079_gene5158,annotation&nbsp;not&nbsp;available,54.3
1265310.CCBD010000023_gene4262,CCBD010000023_gene4262,annotation&nbsp;not&nbsp;available,54.3
1265310.CCBD010000015_gene3684,CCBD010000015_gene3684,annotation&nbsp;not&nbsp;available,54.3
1265310.CCBD010000064_gene1106,CCBD010000064_gene1106,annotation&nbsp;not&nbsp;available,54.3
1265310.CCBD010000070_gene196,CCBD010000070_gene196,annotation&nbsp;not&nbsp;available,54.3
1265310.CCBD010000015_gene3467,CCBD010000015_gene3467,annotation&nbsp;not&nbsp;available,54.3
1265310.CCBD010000086_gene4653,CCBD010000086_gene4653,annotation&nbsp;not&nbsp;available,54.3
1265310.CCBD010000047_gene2499,CCBD010000047_gene2499,annotation&nbsp;not&nbsp;available,54.2
1265310.CCBD010000003_gene4833,CCBD010000003_gene4833,annotation&nbsp;not&nbsp;available,54.2
1265310.CCBD010000068_gene529,ilvD,annotation&nbsp;not&nbsp;available,54.2
1265310.CCBD010000034_gene2078,trpB,Tryptophan&nbsp;synthase&nbsp;beta&nbsp;chain,54.2
1265310.CCBD010000007_gene3129,hemC,Porphobilinogen&nbsp;deaminase,54.2
1265310.CCBD010000093_gene4743,CCBD010000093_gene4743,annotation&nbsp;not&nbsp;available,54.2
1265310.CCBD010000008_gene2778,rplO,50S&nbsp;ribosomal&nbsp;protein&nbsp;L15,54.2
1265310.CCBD010000055_gene1446,CCBD010000055_gene1446,annotation&nbsp;not&nbsp;available,54.2
1265310.CCBD010000043_gene2185,CCBD010000043_gene2185,annotation&nbsp;not&nbsp;available,54.1
1265310.CCBD010000044_gene629,atpB,ATP&nbsp;synthase&nbsp;subunit&nbsp;a,54.1
1265310.CCBD010000092_gene4760,CCBD010000092_gene4760,annotation&nbsp;not&nbsp;available,54.1
1265310.CCBD010000030_gene1616,carA,annotation&nbsp;not&nbsp;available,54.1
1265310.CCBD010000042_gene2706,CCBD010000042_gene2706,annotation&nbsp;not&nbsp;available,54.1
1265310.CCBD010000024_gene1849,thrS,Threonine--tRNA&nbsp;ligase,54.1
1265310.CCBD010000024_gene1837,CCBD010000024_gene1837,annotation&nbsp;not&nbsp;available,54.0
1265310.CCBD010000050_gene1891,CCBD010000050_gene1891,annotation&nbsp;not&nbsp;available,54.0
1265310.CCBD010000024_gene1823,CCBD010000024_gene1823,annotation&nbsp;not&nbsp;available,54.0
1265310.CCBD010000003_gene4816,CCBD010000003_gene4816,annotation&nbsp;not&nbsp;available,54.0
1265310.CCBD010000047_gene2600,CCBD010000047_gene2600,annotation&nbsp;not&nbsp;available,54.0
1265310.CCBD010000080_gene5026,CCBD010000080_gene5026,annotation&nbsp;not&nbsp;available,53.9
1265310.CCBD010000031_gene1659,pgk,annotation&nbsp;not&nbsp;available,53.9
1265310.CCBD010000065_gene973,CCBD010000065_gene973,annotation&nbsp;not&nbsp;available,53.9
1265310.CCBD010000015_gene3549,CCBD010000015_gene3549,annotation&nbsp;not&nbsp;available,53.9
1265310.CCBD010000021_gene4222,CCBD010000021_gene4222,annotation&nbsp;not&nbsp;available,53.9
1265310.CCBD010000044_gene687,CCBD010000044_gene687,annotation&nbsp;not&nbsp;available,53.8
1265310.CCBD010000059_gene1300,CCBD010000059_gene1300,annotation&nbsp;not&nbsp;available,53.8
1265310.CCBD010000079_gene5167,panC,Pantothenate&nbsp;synthetase,53.8
1265310.CCBD010000012_gene3299,CCBD010000012_gene3299,annotation&nbsp;not&nbsp;available,53.8
1265310.CCBD010000044_gene649,glgE,"Alpha-1,4-glucan:maltose-1-phosphate&nbsp;maltosyltransferase",53.8
1265310.CCBD010000044_gene607,CCBD010000044_gene607,annotation&nbsp;not&nbsp;available,53.8
1265310.CCBD010000070_gene72,CCBD010000070_gene72,annotation&nbsp;not&nbsp;available,53.7
1265310.CCBD010000081_gene5092,CCBD010000081_gene5092,annotation&nbsp;not&nbsp;available,53.7
1265310.CCBD010000047_gene2476,CCBD010000047_gene2476,annotation&nbsp;not&nbsp;available,53.7
1265310.CCBD010000070_gene30,CCBD010000070_gene30,annotation&nbsp;not&nbsp;available,53.6
1265310.CCBD010000085_gene4398,CCBD010000085_gene4398,annotation&nbsp;not&nbsp;available,53.6
1265310.CCBD010000080_gene5012,CCBD010000080_gene5012,annotation&nbsp;not&nbsp;available,53.6
1265310.CCBD010000082_gene4962,CCBD010000082_gene4962,annotation&nbsp;not&nbsp;available,53.6
1265310.CCBD010000016_gene3953,CCBD010000016_gene3953,annotation&nbsp;not&nbsp;available,53.6
1265310.CCBD010000064_gene1095,CCBD010000064_gene1095,annotation&nbsp;not&nbsp;available,53.6
1265310.CCBD010000004_gene2650,CCBD010000004_gene2650,annotation&nbsp;not&nbsp;available,53.6
1265310.CCBD010000086_gene4607,CCBD010000086_gene4607,annotation&nbsp;not&nbsp;available,53.6
1265310.CCBD010000031_gene1679,CCBD010000031_gene1679,annotation&nbsp;not&nbsp;available,53.6
1265310.CCBD010000037_gene2379,metE,5-methyltetrahydropteroyltriglutamate--homocysteine&nbsp;methyltransferase,53.5
1265310.CCBD010000007_gene3263,CCBD010000007_gene3263,annotation&nbsp;not&nbsp;available,53.5
1265310.CCBD010000031_gene1708,CCBD010000031_gene1708,annotation&nbsp;not&nbsp;available,53.5
1265310.CCBD010000047_gene2537,CCBD010000047_gene2537,Cysteine&nbsp;desulfurase,53.5
1265310.CCBD010000015_gene3667,CCBD010000015_gene3667,annotation&nbsp;not&nbsp;available,53.4
1265310.CCBD010000044_gene755,CCBD010000044_gene755,annotation&nbsp;not&nbsp;available,53.4
1265310.CCBD010000033_gene1805,hisC,annotation&nbsp;not&nbsp;available,53.4
1265310.CCBD010000043_gene2219,CCBD010000043_gene2219,annotation&nbsp;not&nbsp;available,53.4
1265310.CCBD010000086_gene4683,CCBD010000086_gene4683,annotation&nbsp;not&nbsp;available,53.4
1265310.CCBD010000065_gene963,tyrS,Tyrosine--tRNA&nbsp;ligase,53.4
1265310.CCBD010000081_gene5100,prs,Ribose-phosphate&nbsp;pyrophosphokinase,53.4
1265310.CCBD010000086_gene4720,CCBD010000086_gene4720,annotation&nbsp;not&nbsp;available,53.3
1265310.CCBD010000016_gene3956,CCBD010000016_gene3956,Ribonucleoside-diphosphate&nbsp;reductase,53.3
1265310.CCBD010000031_gene1734,CCBD010000031_gene1734,annotation&nbsp;not&nbsp;available,53.3
1265310.CCBD010000072_gene342,CCBD010000072_gene342,annotation&nbsp;not&nbsp;available,53.3
1265310.CCBD010000007_gene3138,CCBD010000007_gene3138,annotation&nbsp;not&nbsp;available,53.2
1265310.CCBD010000064_gene1048,CCBD010000064_gene1048,annotation&nbsp;not&nbsp;available,53.2
1265310.CCBD010000003_gene4810,CCBD010000003_gene4810,annotation&nbsp;not&nbsp;available,53.2
1265310.CCBD010000008_gene2812,CCBD010000008_gene2812,annotation&nbsp;not&nbsp;available,53.2
1265310.CCBD010000031_gene1750,ileS,Isoleucine--tRNA&nbsp;ligase,53.2
1265310.CCBD010000065_gene977,CCBD010000065_gene977,annotation&nbsp;not&nbsp;available,53.2
1265310.CCBD010000038_gene2341,CCBD010000038_gene2341,annotation&nbsp;not&nbsp;available,53.2
1265310.CCBD010000069_gene483,CCBD010000069_gene483,annotation&nbsp;not&nbsp;available,53.1
1265310.CCBD010000008_gene2853,CCBD010000008_gene2853,annotation&nbsp;not&nbsp;available,53.1
1265310.CCBD010000031_gene1719,CCBD010000031_gene1719,annotation&nbsp;not&nbsp;available,53.1
1265310.CCBD010000050_gene1930,CCBD010000050_gene1930,annotation&nbsp;not&nbsp;available,53.1
1265310.CCBD010000050_gene2018,CCBD010000050_gene2018,annotation&nbsp;not&nbsp;available,53.1
1265310.CCBD010000084_gene4431,CCBD010000084_gene4431,annotation&nbsp;not&nbsp;available,53.0
1265310.CCBD010000083_gene5002,CCBD010000083_gene5002,annotation&nbsp;not&nbsp;available,53.0
1265310.CCBD010000008_gene2710,rplL,50S&nbsp;ribosomal&nbsp;protein&nbsp;L7/L12,53.0
1265310.CCBD010000034_gene2071,hisF,Imidazole&nbsp;glycerol&nbsp;phosphate&nbsp;synthase&nbsp;subunit&nbsp;HisF,53.0
1265310.CCBD010000010_gene3349,CCBD010000010_gene3349,annotation&nbsp;not&nbsp;available,53.0
1265310.CCBD010000070_gene138,CCBD010000070_gene138,annotation&nbsp;not&nbsp;available,53.0
1265310.CCBD010000080_gene5015,CCBD010000080_gene5015,annotation&nbsp;not&nbsp;available,53.0
1265310.CCBD010000007_gene3039,CCBD010000007_gene3039,Superoxide&nbsp;dismutase&nbsp;[Cu-Zn],53.0
1265310.CCBD010000039_gene2284,CCBD010000039_gene2284,annotation&nbsp;not&nbsp;available,53.0
1265310.CCBD010000014_gene3816,CCBD010000014_gene3816,annotation&nbsp;not&nbsp;available,53.0
1265310.CCBD010000047_gene2570,CCBD010000047_gene2570,annotation&nbsp;not&nbsp;available,53.0
1265310.CCBD010000045_gene849,CCBD010000045_gene849,annotation&nbsp;not&nbsp;available,52.9
1265310.CCBD010000054_gene1514,CCBD010000054_gene1514,annotation&nbsp;not&nbsp;available,52.9
1265310.CCBD010000008_gene2804,secY,Protein&nbsp;translocase&nbsp;subunit&nbsp;SecY,52.9
1265310.CCBD010000059_gene1317,CCBD010000059_gene1317,annotation&nbsp;not&nbsp;available,52.8
1265310.CCBD010000015_gene3713,CCBD010000015_gene3713,annotation&nbsp;not&nbsp;available,52.8
1265310.CCBD010000077_gene5475,CCBD010000077_gene5475,annotation&nbsp;not&nbsp;available,52.8
1265310.CCBD010000065_gene898,CCBD010000065_gene898,annotation&nbsp;not&nbsp;available,52.8
1265310.CCBD010000031_gene1727,CCBD010000031_gene1727,annotation&nbsp;not&nbsp;available,52.8
1265310.CCBD010000081_gene5130,CCBD010000081_gene5130,annotation&nbsp;not&nbsp;available,52.8
1265310.CCBD010000087_gene4549,CCBD010000087_gene4549,tRNA-dihydrouridine&nbsp;synthase,52.7
1265310.CCBD010000057_gene1268,CCBD010000057_gene1268,annotation&nbsp;not&nbsp;available,52.7
1265310.CCBD010000055_gene1439,CCBD010000055_gene1439,annotation&nbsp;not&nbsp;available,52.7
1265310.CCBD010000080_gene5027,CCBD010000080_gene5027,annotation&nbsp;not&nbsp;available,52.6
1265310.CCBD010000077_gene5380,glpK,Glycerol&nbsp;kinase,52.6
1265310.CCBD010000069_gene494,CCBD010000069_gene494,annotation&nbsp;not&nbsp;available,52.6
1265310.CCBD010000007_gene3015,thiG,Thiazole&nbsp;synthase,52.6
1265310.CCBD010000015_gene3455,CCBD010000015_gene3455,annotation&nbsp;not&nbsp;available,52.6
1265310.CCBD010000084_gene4418,CCBD010000084_gene4418,annotation&nbsp;not&nbsp;available,52.6
1265310.CCBD010000014_gene3770,CCBD010000014_gene3770,annotation&nbsp;not&nbsp;available,52.6
1265310.CCBD010000081_gene5081,CCBD010000081_gene5081,annotation&nbsp;not&nbsp;available,52.5
1265310.CCBD010000045_gene818,CCBD010000045_gene818,annotation&nbsp;not&nbsp;available,52.5
1265310.CCBD010000019_gene4105,CCBD010000019_gene4105,annotation&nbsp;not&nbsp;available,52.5
1265310.CCBD010000014_gene3885,CCBD010000014_gene3885,annotation&nbsp;not&nbsp;available,52.5
1265310.CCBD010000030_gene1615,CCBD010000030_gene1615,annotation&nbsp;not&nbsp;available,52.5
1265310.CCBD010000074_gene5502,CCBD010000074_gene5502,annotation&nbsp;not&nbsp;available,52.4
1265310.CCBD010000054_gene1478,tatC,Sec-independent&nbsp;protein&nbsp;translocase&nbsp;protein&nbsp;TatC,52.4
1265310.CCBD010000050_gene1912,CCBD010000050_gene1912,annotation&nbsp;not&nbsp;available,52.4
1265310.CCBD010000008_gene2719,CCBD010000008_gene2719,annotation&nbsp;not&nbsp;available,52.4
1265310.CCBD010000021_gene4228,CCBD010000021_gene4228,RNA&nbsp;polymerase&nbsp;sigma&nbsp;factor,52.4
1265310.CCBD010000010_gene3397,CCBD010000010_gene3397,annotation&nbsp;not&nbsp;available,52.4
1265310.CCBD010000007_gene3228,CCBD010000007_gene3228,annotation&nbsp;not&nbsp;available,52.3
1265310.CCBD010000050_gene1935,CCBD010000050_gene1935,annotation&nbsp;not&nbsp;available,52.3
1265310.CCBD010000007_gene3036,def,Peptide&nbsp;deformylase,52.2
1265310.CCBD010000039_gene2306,CCBD010000039_gene2306,Dihydropteroate&nbsp;synthase,52.2
1265310.CCBD010000046_gene2414,CCBD010000046_gene2414,annotation&nbsp;not&nbsp;available,52.2
1265310.CCBD010000086_gene4731,CCBD010000086_gene4731,annotation&nbsp;not&nbsp;available,52.1
1265310.CCBD010000019_gene4103,CCBD010000019_gene4103,annotation&nbsp;not&nbsp;available,52.1
1265310.CCBD010000008_gene2805,adk,Adenylate&nbsp;kinase,52.1
1265310.CCBD010000007_gene3246,CCBD010000007_gene3246,annotation&nbsp;not&nbsp;available,52.1
1265310.CCBD010000086_gene4597,CCBD010000086_gene4597,annotation&nbsp;not&nbsp;available,52.1
1265310.CCBD010000075_gene5567,CCBD010000075_gene5567,annotation&nbsp;not&nbsp;available,52.0
1265310.CCBD010000050_gene1957,CCBD010000050_gene1957,annotation&nbsp;not&nbsp;available,52.0
1265310.CCBD010000086_gene4695,CCBD010000086_gene4695,annotation&nbsp;not&nbsp;available,51.9
1265310.CCBD010000068_gene553,CCBD010000068_gene553,annotation&nbsp;not&nbsp;available,51.9
1265310.CCBD010000089_gene4467,CCBD010000089_gene4467,annotation&nbsp;not&nbsp;available,51.9
1265310.CCBD010000003_gene4802,CCBD010000003_gene4802,annotation&nbsp;not&nbsp;available,51.9
1265310.CCBD010000068_gene549,CCBD010000068_gene549,annotation&nbsp;not&nbsp;available,51.9
1265310.CCBD010000065_gene938,CCBD010000065_gene938,annotation&nbsp;not&nbsp;available,51.9
1265310.CCBD010000007_gene3128,hemA,Glutamyl-tRNA&nbsp;reductase,51.9
1265310.CCBD010000047_gene2577,CCBD010000047_gene2577,annotation&nbsp;not&nbsp;available,51.8
1265310.CCBD010000070_gene117,CCBD010000070_gene117,annotation&nbsp;not&nbsp;available,51.8
1265310.CCBD010000031_gene1761,CCBD010000031_gene1761,annotation&nbsp;not&nbsp;available,51.8
1265310.CCBD010000039_gene2251,CCBD010000039_gene2251,annotation&nbsp;not&nbsp;available,51.8
1265310.CCBD010000069_gene416,CCBD010000069_gene416,annotation&nbsp;not&nbsp;available,51.8
1265310.CCBD010000062_gene1202,CCBD010000062_gene1202,annotation&nbsp;not&nbsp;available,51.8
1265310.CCBD010000064_gene1103,CCBD010000064_gene1103,annotation&nbsp;not&nbsp;available,51.8
1265310.CCBD010000031_gene1723,CCBD010000031_gene1723,annotation&nbsp;not&nbsp;available,51.7
1265310.CCBD010000077_gene5489,CCBD010000077_gene5489,annotation&nbsp;not&nbsp;available,51.7
1265310.CCBD010000036_gene2381,uvrA,UvrABC&nbsp;system&nbsp;protein&nbsp;A,51.7
1265310.CCBD010000070_gene68,CCBD010000070_gene68,annotation&nbsp;not&nbsp;available,51.7
1265310.CCBD010000010_gene3379,trpS,annotation&nbsp;not&nbsp;available,51.7
1265310.CCBD010000015_gene3458,CCBD010000015_gene3458,annotation&nbsp;not&nbsp;available,51.7
1265310.CCBD010000023_gene4285,CCBD010000023_gene4285,annotation&nbsp;not&nbsp;available,51.6
1265310.CCBD010000044_gene680,CCBD010000044_gene680,annotation&nbsp;not&nbsp;available,51.6
1265310.CCBD010000079_gene5237,CCBD010000079_gene5237,annotation&nbsp;not&nbsp;available,51.6
1265310.CCBD010000045_gene802,CCBD010000045_gene802,annotation&nbsp;not&nbsp;available,51.6
1265310.CCBD010000068_gene557,CCBD010000068_gene557,annotation&nbsp;not&nbsp;available,51.6
1265310.CCBD010000075_gene5571,CCBD010000075_gene5571,annotation&nbsp;not&nbsp;available,51.6
1265310.CCBD010000050_gene2026,lipB,Octanoyltransferase,51.6
1265310.CCBD010000095_gene4338,CCBD010000095_gene4338,annotation&nbsp;not&nbsp;available,51.5
1265310.CCBD010000015_gene3652,CCBD010000015_gene3652,annotation&nbsp;not&nbsp;available,51.5
1265310.CCBD010000045_gene816,CCBD010000045_gene816,annotation&nbsp;not&nbsp;available,51.5
1265310.CCBD010000014_gene3784,CCBD010000014_gene3784,annotation&nbsp;not&nbsp;available,51.5
1265310.CCBD010000007_gene3076,CCBD010000007_gene3076,annotation&nbsp;not&nbsp;available,51.5
1265310.CCBD010000064_gene1126,CCBD010000064_gene1126,annotation&nbsp;not&nbsp;available,51.5
1265310.CCBD010000019_gene4009,recG,ATP-dependent&nbsp;DNA&nbsp;helicase&nbsp;RecG,51.5
1265310.CCBD010000070_gene87,CCBD010000070_gene87,annotation&nbsp;not&nbsp;available,51.5
1265310.CCBD010000047_gene2547,CCBD010000047_gene2547,annotation&nbsp;not&nbsp;available,51.4
1265310.CCBD010000070_gene91,CCBD010000070_gene91,annotation&nbsp;not&nbsp;available,51.4
1265310.CCBD010000077_gene5465,CCBD010000077_gene5465,annotation&nbsp;not&nbsp;available,51.4
1265310.CCBD010000015_gene3505,CCBD010000015_gene3505,annotation&nbsp;not&nbsp;available,51.4
1265310.CCBD010000047_gene2627,CCBD010000047_gene2627,annotation&nbsp;not&nbsp;available,51.4
1265310.CCBD010000030_gene1618,pyrF,annotation&nbsp;not&nbsp;available,51.3
1265310.CCBD010000019_gene4074,CCBD010000019_gene4074,annotation&nbsp;not&nbsp;available,51.3
1265310.CCBD010000062_gene1230,CCBD010000062_gene1230,annotation&nbsp;not&nbsp;available,51.3
1265310.CCBD010000045_gene807,CCBD010000045_gene807,annotation&nbsp;not&nbsp;available,51.3
1265310.CCBD010000015_gene3547,CCBD010000015_gene3547,annotation&nbsp;not&nbsp;available,51.3
1265310.CCBD010000008_gene2828,CCBD010000008_gene2828,annotation&nbsp;not&nbsp;available,51.3
1265310.CCBD010000050_gene1961,CCBD010000050_gene1961,annotation&nbsp;not&nbsp;available,51.3
1265310.CCBD010000015_gene3572,CCBD010000015_gene3572,annotation&nbsp;not&nbsp;available,51.2
1265310.CCBD010000050_gene1883,CCBD010000050_gene1883,annotation&nbsp;not&nbsp;available,51.2
1265310.CCBD010000021_gene4178,CCBD010000021_gene4178,annotation&nbsp;not&nbsp;available,51.2
