936136.ARRT01000006_gene4939,ruvC,Crossover&nbsp;junction&nbsp;endodeoxyribonuclease&nbsp;RuvC,98.9
936136.ARRT01000006_gene1401,dapE,Succinyl-diaminopimelate&nbsp;desuccinylase,58.2
936136.ARRT01000006_gene4838,ARRT01000006_gene4838,annotation&nbsp;not&nbsp;available,58.2
936136.ARRT01000002_gene310,ARRT01000002_gene310,annotation&nbsp;not&nbsp;available,58.2
936136.ARRT01000006_gene4021,ARRT01000006_gene4021,annotation&nbsp;not&nbsp;available,58.2
936136.ARRT01000006_gene3683,ARRT01000006_gene3683,annotation&nbsp;not&nbsp;available,58.1
936136.ARRT01000006_gene5184,ARRT01000006_gene5184,annotation&nbsp;not&nbsp;available,58.0
936136.ARRT01000006_gene3553,ARRT01000006_gene3553,annotation&nbsp;not&nbsp;available,58.0
936136.ARRT01000006_gene1346,grpE,Protein&nbsp;GrpE,58.0
936136.ARRT01000002_gene762,ARRT01000002_gene762,annotation&nbsp;not&nbsp;available,58.0
936136.ARRT01000006_gene5627,ARRT01000006_gene5627,annotation&nbsp;not&nbsp;available,58.0
936136.ARRT01000007_gene1200,ARRT01000007_gene1200,annotation&nbsp;not&nbsp;available,58.0
936136.ARRT01000006_gene5944,ARRT01000006_gene5944,annotation&nbsp;not&nbsp;available,58.0
936136.ARRT01000006_gene6119,ARRT01000006_gene6119,annotation&nbsp;not&nbsp;available,58.0
936136.ARRT01000006_gene2613,ARRT01000006_gene2613,annotation&nbsp;not&nbsp;available,57.9
936136.ARRT01000005_gene107,ARRT01000005_gene107,annotation&nbsp;not&nbsp;available,57.9
936136.ARRT01000007_gene1253,ARRT01000007_gene1253,annotation&nbsp;not&nbsp;available,57.9
936136.ARRT01000006_gene2967,ARRT01000006_gene2967,Catalase,57.9
936136.ARRT01000006_gene5005,ARRT01000006_gene5005,annotation&nbsp;not&nbsp;available,57.9
936136.ARRT01000006_gene5856,ARRT01000006_gene5856,annotation&nbsp;not&nbsp;available,57.8
936136.ARRT01000006_gene5905,ARRT01000006_gene5905,annotation&nbsp;not&nbsp;available,57.8
936136.ARRT01000006_gene4555,ARRT01000006_gene4555,Glycerol&nbsp;kinase,57.8
936136.ARRT01000006_gene3403,ARRT01000006_gene3403,annotation&nbsp;not&nbsp;available,57.8
936136.ARRT01000006_gene2819,rpsN,30S&nbsp;ribosomal&nbsp;protein&nbsp;S14,57.8
936136.ARRT01000006_gene2577,ARRT01000006_gene2577,Replicative&nbsp;DNA&nbsp;helicase,57.8
936136.ARRT01000006_gene4977,ARRT01000006_gene4977,annotation&nbsp;not&nbsp;available,57.8
936136.ARRT01000002_gene477,ARRT01000002_gene477,annotation&nbsp;not&nbsp;available,57.8
936136.ARRT01000007_gene1005,ARRT01000007_gene1005,annotation&nbsp;not&nbsp;available,57.8
936136.ARRT01000006_gene3993,ARRT01000006_gene3993,annotation&nbsp;not&nbsp;available,57.8
936136.ARRT01000006_gene3520,ARRT01000006_gene3520,annotation&nbsp;not&nbsp;available,57.7
936136.ARRT01000002_gene478,ARRT01000002_gene478,annotation&nbsp;not&nbsp;available,57.7
936136.ARRT01000006_gene3602,ARRT01000006_gene3602,annotation&nbsp;not&nbsp;available,57.7
936136.ARRT01000006_gene2363,ARRT01000006_gene2363,annotation&nbsp;not&nbsp;available,57.7
936136.ARRT01000007_gene1188,ARRT01000007_gene1188,annotation&nbsp;not&nbsp;available,57.7
936136.ARRT01000007_gene1315,ARRT01000007_gene1315,annotation&nbsp;not&nbsp;available,57.7
936136.ARRT01000006_gene3093,lpxD,UDP-3-O-acylglucosamine&nbsp;N-acyltransferase,57.6
936136.ARRT01000006_gene1967,ARRT01000006_gene1967,annotation&nbsp;not&nbsp;available,57.6
936136.ARRT01000004_gene6473,ARRT01000004_gene6473,annotation&nbsp;not&nbsp;available,57.6
936136.ARRT01000006_gene4976,ARRT01000006_gene4976,annotation&nbsp;not&nbsp;available,57.6
936136.ARRT01000006_gene5897,gpmA,"2,3-bisphosphoglycerate-dependent&nbsp;phosphoglycerate&nbsp;mutase",57.6
936136.ARRT01000007_gene1084,ARRT01000007_gene1084,annotation&nbsp;not&nbsp;available,57.6
936136.ARRT01000006_gene2886,ARRT01000006_gene2886,annotation&nbsp;not&nbsp;available,57.6
936136.ARRT01000006_gene1654,ARRT01000006_gene1654,annotation&nbsp;not&nbsp;available,57.6
936136.ARRT01000006_gene5433,sucA,annotation&nbsp;not&nbsp;available,57.5
936136.ARRT01000006_gene2771,rnr,Ribonuclease&nbsp;R,57.5
936136.ARRT01000006_gene1767,ARRT01000006_gene1767,annotation&nbsp;not&nbsp;available,57.5
936136.ARRT01000001_gene8,ARRT01000001_gene8,annotation&nbsp;not&nbsp;available,57.5
936136.ARRT01000006_gene5229,ARRT01000006_gene5229,Glutaredoxin,57.5
936136.ARRT01000006_gene5636,ARRT01000006_gene5636,annotation&nbsp;not&nbsp;available,57.5
936136.ARRT01000007_gene1185,ARRT01000007_gene1185,annotation&nbsp;not&nbsp;available,57.5
936136.ARRT01000006_gene3425,ARRT01000006_gene3425,annotation&nbsp;not&nbsp;available,57.4
936136.ARRT01000006_gene4353,ARRT01000006_gene4353,annotation&nbsp;not&nbsp;available,57.4
936136.ARRT01000006_gene4232,ARRT01000006_gene4232,annotation&nbsp;not&nbsp;available,57.4
936136.ARRT01000006_gene2947,ARRT01000006_gene2947,Ribose&nbsp;import&nbsp;ATP-binding&nbsp;protein&nbsp;RbsA,57.4
936136.ARRT01000006_gene3665,ARRT01000006_gene3665,annotation&nbsp;not&nbsp;available,57.4
936136.ARRT01000006_gene3234,uvrA,UvrABC&nbsp;system&nbsp;protein&nbsp;A,57.4
936136.ARRT01000001_gene76,ARRT01000001_gene76,annotation&nbsp;not&nbsp;available,57.4
936136.ARRT01000006_gene1474,ARRT01000006_gene1474,annotation&nbsp;not&nbsp;available,57.3
936136.ARRT01000006_gene4132,ARRT01000006_gene4132,annotation&nbsp;not&nbsp;available,57.3
936136.ARRT01000006_gene2898,ARRT01000006_gene2898,annotation&nbsp;not&nbsp;available,57.3
936136.ARRT01000004_gene6521,ARRT01000004_gene6521,annotation&nbsp;not&nbsp;available,57.3
936136.ARRT01000002_gene720,ARRT01000002_gene720,annotation&nbsp;not&nbsp;available,57.2
936136.ARRT01000007_gene1256,ARRT01000007_gene1256,annotation&nbsp;not&nbsp;available,57.2
936136.ARRT01000006_gene2501,ARRT01000006_gene2501,annotation&nbsp;not&nbsp;available,57.2
936136.ARRT01000002_gene698,ARRT01000002_gene698,annotation&nbsp;not&nbsp;available,57.1
936136.ARRT01000006_gene2668,ARRT01000006_gene2668,annotation&nbsp;not&nbsp;available,57.1
936136.ARRT01000006_gene2734,ARRT01000006_gene2734,annotation&nbsp;not&nbsp;available,57.1
936136.ARRT01000006_gene6132,rpsT,30S&nbsp;ribosomal&nbsp;protein&nbsp;S20,57.1
936136.ARRT01000002_gene466,ARRT01000002_gene466,annotation&nbsp;not&nbsp;available,57.0
936136.ARRT01000006_gene1514,ARRT01000006_gene1514,annotation&nbsp;not&nbsp;available,57.0
936136.ARRT01000004_gene6536,ARRT01000004_gene6536,annotation&nbsp;not&nbsp;available,57.0
936136.ARRT01000007_gene1213,ARRT01000007_gene1213,annotation&nbsp;not&nbsp;available,56.9
936136.ARRT01000006_gene2949,ARRT01000006_gene2949,annotation&nbsp;not&nbsp;available,56.9
936136.ARRT01000006_gene4987,ARRT01000006_gene4987,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000006_gene4761,rpoH,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000002_gene271,ARRT01000002_gene271,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000002_gene642,ARRT01000002_gene642,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000006_gene3185,ARRT01000006_gene3185,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000006_gene5192,ARRT01000006_gene5192,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000007_gene1261,ARRT01000007_gene1261,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000002_gene571,ARRT01000002_gene571,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000006_gene2627,ARRT01000006_gene2627,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000006_gene5116,ARRT01000006_gene5116,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000002_gene393,ARRT01000002_gene393,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000006_gene5677,asd,Aspartate-semialdehyde&nbsp;dehydrogenase,56.8
936136.ARRT01000006_gene3670,ARRT01000006_gene3670,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000006_gene5916,ARRT01000006_gene5916,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000006_gene5608,ARRT01000006_gene5608,annotation&nbsp;not&nbsp;available,56.8
936136.ARRT01000007_gene1195,ARRT01000007_gene1195,annotation&nbsp;not&nbsp;available,56.7
936136.ARRT01000006_gene4521,ARRT01000006_gene4521,annotation&nbsp;not&nbsp;available,56.7
936136.ARRT01000006_gene2477,ARRT01000006_gene2477,annotation&nbsp;not&nbsp;available,56.7
936136.ARRT01000002_gene249,ARRT01000002_gene249,annotation&nbsp;not&nbsp;available,56.7
936136.ARRT01000002_gene846,ARRT01000002_gene846,annotation&nbsp;not&nbsp;available,56.7
936136.ARRT01000002_gene460,ARRT01000002_gene460,annotation&nbsp;not&nbsp;available,56.7
936136.ARRT01000006_gene4089,ARRT01000006_gene4089,annotation&nbsp;not&nbsp;available,56.7
936136.ARRT01000006_gene2135,ARRT01000006_gene2135,annotation&nbsp;not&nbsp;available,56.7
936136.ARRT01000002_gene401,ARRT01000002_gene401,annotation&nbsp;not&nbsp;available,56.7
936136.ARRT01000006_gene5090,ARRT01000006_gene5090,annotation&nbsp;not&nbsp;available,56.6
936136.ARRT01000006_gene4123,ARRT01000006_gene4123,annotation&nbsp;not&nbsp;available,56.6
936136.ARRT01000003_gene6271,ARRT01000003_gene6271,annotation&nbsp;not&nbsp;available,56.6
936136.ARRT01000006_gene3465,ARRT01000006_gene3465,annotation&nbsp;not&nbsp;available,56.6
936136.ARRT01000003_gene6339,ARRT01000003_gene6339,annotation&nbsp;not&nbsp;available,56.6
936136.ARRT01000006_gene5423,ARRT01000006_gene5423,annotation&nbsp;not&nbsp;available,56.6
936136.ARRT01000006_gene2827,adk,Adenylate&nbsp;kinase,56.6
936136.ARRT01000007_gene1293,ARRT01000007_gene1293,annotation&nbsp;not&nbsp;available,56.6
936136.ARRT01000006_gene2544,ARRT01000006_gene2544,annotation&nbsp;not&nbsp;available,56.6
936136.ARRT01000006_gene1596,ARRT01000006_gene1596,annotation&nbsp;not&nbsp;available,56.5
936136.ARRT01000002_gene624,ARRT01000002_gene624,annotation&nbsp;not&nbsp;available,56.5
936136.ARRT01000003_gene6262,ARRT01000003_gene6262,annotation&nbsp;not&nbsp;available,56.5
936136.ARRT01000006_gene5452,ARRT01000006_gene5452,annotation&nbsp;not&nbsp;available,56.5
936136.ARRT01000003_gene6189,ARRT01000003_gene6189,annotation&nbsp;not&nbsp;available,56.5
936136.ARRT01000006_gene5832,ARRT01000006_gene5832,annotation&nbsp;not&nbsp;available,56.4
936136.ARRT01000002_gene295,ARRT01000002_gene295,annotation&nbsp;not&nbsp;available,56.4
936136.ARRT01000006_gene5524,ARRT01000006_gene5524,annotation&nbsp;not&nbsp;available,56.4
936136.ARRT01000006_gene4242,ARRT01000006_gene4242,annotation&nbsp;not&nbsp;available,56.3
936136.ARRT01000006_gene2194,ARRT01000006_gene2194,annotation&nbsp;not&nbsp;available,56.3
936136.ARRT01000006_gene1724,ARRT01000006_gene1724,annotation&nbsp;not&nbsp;available,56.3
936136.ARRT01000004_gene6494,ARRT01000004_gene6494,annotation&nbsp;not&nbsp;available,56.2
936136.ARRT01000006_gene5940,ARRT01000006_gene5940,annotation&nbsp;not&nbsp;available,56.2
936136.ARRT01000006_gene3792,ARRT01000006_gene3792,annotation&nbsp;not&nbsp;available,56.2
936136.ARRT01000006_gene3161,ARRT01000006_gene3161,annotation&nbsp;not&nbsp;available,56.2
936136.ARRT01000003_gene6250,ARRT01000003_gene6250,annotation&nbsp;not&nbsp;available,56.2
936136.ARRT01000006_gene3473,glsA,annotation&nbsp;not&nbsp;available,56.2
936136.ARRT01000003_gene6337,ARRT01000003_gene6337,Peptide&nbsp;methionine&nbsp;sulfoxide&nbsp;reductase&nbsp;MsrA,56.2
936136.ARRT01000006_gene2828,rpsM,30S&nbsp;ribosomal&nbsp;protein&nbsp;S13,56.1
936136.ARRT01000006_gene4094,ARRT01000006_gene4094,annotation&nbsp;not&nbsp;available,56.1
936136.ARRT01000002_gene660,ARRT01000002_gene660,annotation&nbsp;not&nbsp;available,56.1
936136.ARRT01000007_gene1220,ARRT01000007_gene1220,annotation&nbsp;not&nbsp;available,56.1
936136.ARRT01000005_gene143,ARRT01000005_gene143,annotation&nbsp;not&nbsp;available,56.1
936136.ARRT01000006_gene3456,ARRT01000006_gene3456,annotation&nbsp;not&nbsp;available,56.1
936136.ARRT01000006_gene1526,metZ,O-succinylhomoserine&nbsp;sulfhydrylase,56.1
936136.ARRT01000006_gene4687,ARRT01000006_gene4687,annotation&nbsp;not&nbsp;available,56.1
936136.ARRT01000006_gene4338,tdh,L-threonine&nbsp;3-dehydrogenase,56.1
936136.ARRT01000006_gene4390,ARRT01000006_gene4390,annotation&nbsp;not&nbsp;available,56.0
936136.ARRT01000006_gene3703,ARRT01000006_gene3703,annotation&nbsp;not&nbsp;available,56.0
936136.ARRT01000006_gene3318,tmk,Thymidylate&nbsp;kinase,56.0
936136.ARRT01000006_gene1557,ARRT01000006_gene1557,annotation&nbsp;not&nbsp;available,56.0
936136.ARRT01000002_gene656,ARRT01000002_gene656,annotation&nbsp;not&nbsp;available,56.0
936136.ARRT01000007_gene1151,ARRT01000007_gene1151,annotation&nbsp;not&nbsp;available,56.0
936136.ARRT01000006_gene3730,ARRT01000006_gene3730,annotation&nbsp;not&nbsp;available,55.9
936136.ARRT01000003_gene6357,ARRT01000003_gene6357,annotation&nbsp;not&nbsp;available,55.9
936136.ARRT01000006_gene5395,ARRT01000006_gene5395,annotation&nbsp;not&nbsp;available,55.9
936136.ARRT01000006_gene2961,ARRT01000006_gene2961,annotation&nbsp;not&nbsp;available,55.9
936136.ARRT01000006_gene4163,ARRT01000006_gene4163,annotation&nbsp;not&nbsp;available,55.8
936136.ARRT01000003_gene6211,ARRT01000003_gene6211,annotation&nbsp;not&nbsp;available,55.8
936136.ARRT01000006_gene5763,ARRT01000006_gene5763,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;I,55.8
936136.ARRT01000002_gene832,ARRT01000002_gene832,annotation&nbsp;not&nbsp;available,55.8
936136.ARRT01000003_gene6205,ARRT01000003_gene6205,annotation&nbsp;not&nbsp;available,55.8
936136.ARRT01000004_gene6461,ARRT01000004_gene6461,annotation&nbsp;not&nbsp;available,55.7
936136.ARRT01000006_gene4986,ARRT01000006_gene4986,annotation&nbsp;not&nbsp;available,55.7
936136.ARRT01000006_gene3347,trpD,Anthranilate&nbsp;phosphoribosyltransferase,55.7
936136.ARRT01000006_gene4169,ARRT01000006_gene4169,annotation&nbsp;not&nbsp;available,55.7
936136.ARRT01000006_gene4523,ARRT01000006_gene4523,annotation&nbsp;not&nbsp;available,55.7
936136.ARRT01000007_gene1122,ARRT01000007_gene1122,annotation&nbsp;not&nbsp;available,55.7
936136.ARRT01000006_gene4835,ARRT01000006_gene4835,annotation&nbsp;not&nbsp;available,55.7
936136.ARRT01000006_gene4637,ARRT01000006_gene4637,annotation&nbsp;not&nbsp;available,55.7
936136.ARRT01000006_gene1965,ARRT01000006_gene1965,annotation&nbsp;not&nbsp;available,55.6
936136.ARRT01000006_gene5835,ARRT01000006_gene5835,annotation&nbsp;not&nbsp;available,55.6
936136.ARRT01000006_gene4051,ARRT01000006_gene4051,annotation&nbsp;not&nbsp;available,55.6
936136.ARRT01000006_gene5841,truB,tRNA&nbsp;pseudouridine&nbsp;synthase&nbsp;B,55.5
936136.ARRT01000006_gene2049,ARRT01000006_gene2049,annotation&nbsp;not&nbsp;available,55.5
936136.ARRT01000006_gene3704,ARRT01000006_gene3704,annotation&nbsp;not&nbsp;available,55.5
936136.ARRT01000006_gene2437,ARRT01000006_gene2437,annotation&nbsp;not&nbsp;available,55.5
936136.ARRT01000001_gene77,ARRT01000001_gene77,annotation&nbsp;not&nbsp;available,55.5
936136.ARRT01000006_gene3651,ARRT01000006_gene3651,annotation&nbsp;not&nbsp;available,55.5
936136.ARRT01000006_gene4662,ARRT01000006_gene4662,annotation&nbsp;not&nbsp;available,55.5
936136.ARRT01000006_gene3813,ARRT01000006_gene3813,annotation&nbsp;not&nbsp;available,55.5
936136.ARRT01000006_gene5700,rho,Transcription&nbsp;termination&nbsp;factor&nbsp;Rho,55.4
936136.ARRT01000006_gene2587,ARRT01000006_gene2587,3-oxoacyl-[acyl-carrier-protein]&nbsp;synthase&nbsp;2,55.4
936136.ARRT01000004_gene6615,ARRT01000004_gene6615,annotation&nbsp;not&nbsp;available,55.4
936136.ARRT01000002_gene365,ARRT01000002_gene365,annotation&nbsp;not&nbsp;available,55.4
936136.ARRT01000004_gene6392,ARRT01000004_gene6392,annotation&nbsp;not&nbsp;available,55.4
936136.ARRT01000006_gene5596,ARRT01000006_gene5596,annotation&nbsp;not&nbsp;available,55.4
936136.ARRT01000006_gene6083,ARRT01000006_gene6083,annotation&nbsp;not&nbsp;available,55.3
936136.ARRT01000002_gene440,eutB,annotation&nbsp;not&nbsp;available,55.3
936136.ARRT01000006_gene1418,ARRT01000006_gene1418,annotation&nbsp;not&nbsp;available,55.3
936136.ARRT01000006_gene5375,ARRT01000006_gene5375,annotation&nbsp;not&nbsp;available,55.3
936136.ARRT01000006_gene1643,ARRT01000006_gene1643,annotation&nbsp;not&nbsp;available,55.3
936136.ARRT01000007_gene1258,ARRT01000007_gene1258,annotation&nbsp;not&nbsp;available,55.3
936136.ARRT01000006_gene2167,ARRT01000006_gene2167,annotation&nbsp;not&nbsp;available,55.3
936136.ARRT01000006_gene2821,rplF,50S&nbsp;ribosomal&nbsp;protein&nbsp;L6,55.3
936136.ARRT01000006_gene4751,ARRT01000006_gene4751,annotation&nbsp;not&nbsp;available,55.2
936136.ARRT01000006_gene3647,ARRT01000006_gene3647,annotation&nbsp;not&nbsp;available,55.2
936136.ARRT01000006_gene1503,ARRT01000006_gene1503,annotation&nbsp;not&nbsp;available,55.2
936136.ARRT01000006_gene4707,ARRT01000006_gene4707,annotation&nbsp;not&nbsp;available,55.2
936136.ARRT01000003_gene6203,ARRT01000003_gene6203,annotation&nbsp;not&nbsp;available,55.2
936136.ARRT01000004_gene6440,ARRT01000004_gene6440,annotation&nbsp;not&nbsp;available,55.2
936136.ARRT01000006_gene3064,ARRT01000006_gene3064,annotation&nbsp;not&nbsp;available,55.2
936136.ARRT01000006_gene5679,ARRT01000006_gene5679,Carbonic&nbsp;anhydrase,55.2
936136.ARRT01000006_gene2338,ARRT01000006_gene2338,annotation&nbsp;not&nbsp;available,55.2
936136.ARRT01000002_gene315,ARRT01000002_gene315,annotation&nbsp;not&nbsp;available,55.1
936136.ARRT01000006_gene2340,ARRT01000006_gene2340,annotation&nbsp;not&nbsp;available,55.1
936136.ARRT01000006_gene4985,ARRT01000006_gene4985,annotation&nbsp;not&nbsp;available,55.1
936136.ARRT01000006_gene1829,ARRT01000006_gene1829,annotation&nbsp;not&nbsp;available,55.1
936136.ARRT01000001_gene41,ARRT01000001_gene41,annotation&nbsp;not&nbsp;available,55.1
936136.ARRT01000006_gene4873,ARRT01000006_gene4873,annotation&nbsp;not&nbsp;available,55.1
936136.ARRT01000002_gene653,ARRT01000002_gene653,annotation&nbsp;not&nbsp;available,55.0
936136.ARRT01000006_gene4704,ARRT01000006_gene4704,annotation&nbsp;not&nbsp;available,55.0
936136.ARRT01000006_gene3481,ARRT01000006_gene3481,annotation&nbsp;not&nbsp;available,55.0
936136.ARRT01000007_gene1141,ARRT01000007_gene1141,annotation&nbsp;not&nbsp;available,55.0
936136.ARRT01000006_gene3627,ARRT01000006_gene3627,Diacylglycerol&nbsp;kinase,54.9
936136.ARRT01000006_gene4516,ARRT01000006_gene4516,annotation&nbsp;not&nbsp;available,54.9
936136.ARRT01000006_gene5259,ARRT01000006_gene5259,annotation&nbsp;not&nbsp;available,54.9
936136.ARRT01000006_gene2823,rpsE,30S&nbsp;ribosomal&nbsp;protein&nbsp;S5,54.9
936136.ARRT01000006_gene3169,ARRT01000006_gene3169,annotation&nbsp;not&nbsp;available,54.9
936136.ARRT01000006_gene1958,ARRT01000006_gene1958,annotation&nbsp;not&nbsp;available,54.8
936136.ARRT01000004_gene6504,ARRT01000004_gene6504,annotation&nbsp;not&nbsp;available,54.8
936136.ARRT01000007_gene1251,ARRT01000007_gene1251,annotation&nbsp;not&nbsp;available,54.8
936136.ARRT01000003_gene6277,ARRT01000003_gene6277,annotation&nbsp;not&nbsp;available,54.8
936136.ARRT01000002_gene647,ARRT01000002_gene647,annotation&nbsp;not&nbsp;available,54.8
936136.ARRT01000005_gene150,ARRT01000005_gene150,annotation&nbsp;not&nbsp;available,54.7
936136.ARRT01000006_gene5894,ARRT01000006_gene5894,annotation&nbsp;not&nbsp;available,54.7
936136.ARRT01000006_gene4522,ARRT01000006_gene4522,annotation&nbsp;not&nbsp;available,54.7
936136.ARRT01000006_gene3026,gatA,Glutamyl-tRNA(Gln)&nbsp;amidotransferase&nbsp;subunit&nbsp;A,54.7
936136.ARRT01000002_gene601,ARRT01000002_gene601,annotation&nbsp;not&nbsp;available,54.7
936136.ARRT01000006_gene3098,gltA,annotation&nbsp;not&nbsp;available,54.7
936136.ARRT01000002_gene584,ARRT01000002_gene584,annotation&nbsp;not&nbsp;available,54.7
936136.ARRT01000006_gene6066,guaA,GMP&nbsp;synthase&nbsp;[glutamine-hydrolyzing],54.7
936136.ARRT01000006_gene3182,ARRT01000006_gene3182,annotation&nbsp;not&nbsp;available,54.6
936136.ARRT01000006_gene4262,ARRT01000006_gene4262,annotation&nbsp;not&nbsp;available,54.6
936136.ARRT01000006_gene4375,ARRT01000006_gene4375,annotation&nbsp;not&nbsp;available,54.6
936136.ARRT01000002_gene293,ARRT01000002_gene293,annotation&nbsp;not&nbsp;available,54.6
936136.ARRT01000006_gene5659,ARRT01000006_gene5659,Bacterioferritin,54.6
936136.ARRT01000006_gene5564,ARRT01000006_gene5564,annotation&nbsp;not&nbsp;available,54.6
936136.ARRT01000006_gene2756,ARRT01000006_gene2756,annotation&nbsp;not&nbsp;available,54.6
936136.ARRT01000002_gene755,ARRT01000002_gene755,annotation&nbsp;not&nbsp;available,54.6
936136.ARRT01000004_gene6397,ARRT01000004_gene6397,annotation&nbsp;not&nbsp;available,54.6
936136.ARRT01000002_gene482,ARRT01000002_gene482,annotation&nbsp;not&nbsp;available,54.5
936136.ARRT01000007_gene1108,ARRT01000007_gene1108,annotation&nbsp;not&nbsp;available,54.5
936136.ARRT01000007_gene1004,ARRT01000007_gene1004,annotation&nbsp;not&nbsp;available,54.5
936136.ARRT01000006_gene1398,fmt,Methionyl-tRNA&nbsp;formyltransferase,54.5
936136.ARRT01000006_gene4922,tolB,Protein&nbsp;TolB,54.5
936136.ARRT01000006_gene3228,ARRT01000006_gene3228,annotation&nbsp;not&nbsp;available,54.5
936136.ARRT01000006_gene5655,ARRT01000006_gene5655,annotation&nbsp;not&nbsp;available,54.5
936136.ARRT01000005_gene212,ARRT01000005_gene212,annotation&nbsp;not&nbsp;available,54.4
